name,system,score,NonSecreted.prob,T1SE.prob,T2SE.prob,T3SE.prob,T4SE.prob,T6SE.prob,length
lcl|NC_002516.2_prot_NP_250753.1_2065,VI,0.723,0.2172,0.0068,0.0007,0.0143,0.038,0.723,407
lcl|NC_002516.2_prot_NP_250765.1_2077,III,0.75,0.0022,0.0002,1e-04,0.75,0.2467,0.0009,553
lcl|NC_002516.2_prot_NP_250767.1_2079,II,0.9229,0.0352,0.0087,0.9229,0.0026,0.0103,0.0204,634
lcl|NC_002516.2_prot_NP_250768.1_2080,II,0.8544,0.0479,0.0091,0.8544,0.0033,0.041,0.0442,624
lcl|NC_002516.2_prot_NP_250777.1_2089,III,0.7879,0.1248,0.0025,0.0011,0.7879,0.0396,0.0441,218
lcl|NC_002516.2_prot_NP_250778.1_2090,III,0.6254,0.3412,0.002,0.0017,0.6254,0.0158,0.014,282
lcl|NC_002516.2_prot_NP_250795.1_2107,III,0.4009,0.37,0.0085,0.0011,0.4009,0.1765,0.0431,231
lcl|NC_002516.2_prot_NP_250797.1_2109,III,0.9176,0.0129,0.001,0.0003,0.9176,0.0585,0.0097,132
lcl|NC_002516.2_prot_NP_250818.1_2131,II,0.8152,0.0688,0.0314,0.8152,0.031,0.0492,0.0043,183
lcl|NC_002516.2_prot_NP_250821.1_2134,II,0.7712,0.1486,0.004,0.7712,0.0569,0.0033,0.016,453
lcl|NC_002516.2_prot_NP_250827.1_2140,III,0.7152,0.1685,0.0005,0.0002,0.7152,0.1131,0.0026,178
lcl|NC_002516.2_prot_YP_008719752.1_2145,III,0.9984,0.0006,0.0002,1e-04,0.9984,0.0005,0.0003,62
lcl|NC_002516.2_prot_NP_250836.1_2149,VI,0.713,0.1289,0.1176,0.0086,0.0204,0.0115,0.713,55
lcl|NC_002516.2_prot_NP_250839.1_2152,III,0.9556,0.0209,0.0019,1e-04,0.9556,0.004,0.0175,80
lcl|NC_002516.2_prot_NP_250856.1_2169,III,0.593,0.2603,0.0011,0.0003,0.593,0.1399,0.0055,121
lcl|NC_002516.2_prot_NP_250857.1_2170,III,0.7927,0.1194,0.0047,0.0048,0.7927,0.0311,0.0474,365
lcl|NC_002516.2_prot_NP_250863.1_2176,III,0.929,0.0454,0.0089,0.0007,0.929,0.0126,0.0035,116
lcl|NC_002516.2_prot_YP_008719753.1_2177,III,0.9886,1e-04,0.0002,0.0,0.9886,0.0107,0.0004,73
lcl|NC_002516.2_prot_NP_250864.1_2178,III,0.8392,0.032,1e-04,1e-04,0.8392,0.1282,0.0005,102
lcl|NC_002516.2_prot_NP_250866.1_2180,III,0.4901,0.4784,0.0032,0.0018,0.4901,0.0145,0.012,196
lcl|NC_002516.2_prot_NP_250870.1_2184,III,0.8007,0.1348,0.0051,0.0037,0.8007,0.0141,0.0417,458
lcl|NC_002516.2_prot_NP_250872.1_2186,III,0.9852,0.0076,0.0005,1e-04,0.9852,0.0056,0.001,89
lcl|NC_002516.2_prot_NP_250875.1_2189,VI,0.7371,0.2507,0.0032,0.0033,0.0013,0.0045,0.7371,294
lcl|NC_002516.2_prot_NP_250880.1_2193,VI,0.7984,0.0545,0.0762,0.0059,0.0515,0.0135,0.7984,114
lcl|NC_002516.2_prot_NP_250881.1_2194,III,1.0,0.0,0.0,0.0,1.0,0.0,0.0,378
lcl|NC_002516.2_prot_NP_250891.1_2204,III,0.8824,0.0112,0.0091,0.0072,0.8824,0.0028,0.0874,294
lcl|NC_002516.2_prot_NP_250912.1_2225,VI,0.7094,0.1266,0.0389,0.0015,0.1163,0.0072,0.7094,215
lcl|NC_002516.2_prot_NP_250913.1_2226,VI,0.86,0.0378,0.0532,0.0056,0.0326,0.0109,0.86,339
lcl|NC_002516.2_prot_NP_250945.1_2257,III,0.7889,0.1991,0.0026,0.0041,0.7889,0.0013,0.004,291
lcl|NC_002516.2_prot_NP_250964.1_2276,III,0.9709,0.0193,0.0005,0.0002,0.9709,0.0035,0.0056,125
lcl|NC_002516.2_prot_NP_250971.1_2283,III,0.5477,0.3929,0.0031,0.0026,0.5477,0.0398,0.0139,284
lcl|NC_002516.2_prot_NP_250974.1_2286,III,0.9964,0.0002,0.0,0.0,0.9964,0.0031,0.0002,223
lcl|NC_002516.2_prot_NP_250975.1_2287,III,0.8381,0.005,0.0005,0.0003,0.8381,0.1524,0.0036,220
lcl|NC_002516.2_prot_NP_250976.1_2288,III,0.663,0.2974,0.0017,0.0015,0.663,0.0146,0.0218,514
lcl|NC_002516.2_prot_NP_250977.1_2289,III,0.7356,0.096,0.0005,0.0002,0.7356,0.1542,0.0134,211
lcl|NC_002516.2_prot_NP_250978.1_2290,III,0.7753,0.0931,0.001,0.0002,0.7753,0.1256,0.0047,95
lcl|NC_002516.2_prot_NP_250990.1_2302,II,0.4949,0.0798,0.2331,0.4949,0.1255,0.0025,0.0642,483
lcl|NC_002516.2_prot_YP_008719754.1_2315,VI,0.7509,0.1835,0.0015,0.0003,0.0482,0.0155,0.7509,167
lcl|NC_002516.2_prot_NP_251008.1_2320,III,0.6072,0.1121,0.0434,0.0214,0.6072,0.1669,0.0489,121
lcl|NC_002516.2_prot_NP_251021.1_2333,III,0.5313,0.4423,0.0068,0.003,0.5313,0.0159,0.0008,186
lcl|NC_002516.2_prot_NP_251026.1_2338,II,0.488,0.4199,0.0094,0.488,0.008,0.0268,0.0479,446
lcl|NC_002516.2_prot_NP_251048.1_2360,III,0.9982,0.0,0.0,0.0,0.9982,0.0017,0.0,129
lcl|NC_002516.2_prot_NP_251053.1_2365,III,0.9269,0.0233,0.0008,0.0007,0.9269,0.0004,0.0479,443
lcl|NC_002516.2_prot_NP_251057.1_2369,VI,0.9993,1e-04,0.0002,0.0,0.0003,0.0,0.9993,165
lcl|NC_002516.2_prot_NP_251060.1_2372,III,0.5173,0.4121,0.0028,0.0041,0.5173,0.0006,0.0631,338
lcl|NC_002516.2_prot_NP_251063.1_2374,VI,0.9971,0.0003,0.0021,1e-04,0.0003,0.0,0.9971,668
lcl|NC_002516.2_prot_NP_251064.1_2375,VI,0.9627,0.0035,0.0164,0.0018,0.0138,0.0019,0.9627,178
lcl|NC_002516.2_prot_NP_251065.1_2376,VI,0.9525,0.002,0.0405,0.0008,0.004,1e-04,0.9525,131
lcl|NC_002516.2_prot_NP_251070.1_2381,III,0.9714,0.0185,0.0005,0.0003,0.9714,0.0086,0.0007,78
lcl|NC_002516.2_prot_NP_251071.1_2382,III,0.9989,0.0004,0.0002,1e-04,0.9989,0.0003,1e-04,80
lcl|NC_002516.2_prot_NP_251085.1_2396,VI,0.5512,0.4207,0.0079,0.0097,0.0003,0.0102,0.5512,284
lcl|NC_002516.2_prot_NP_251112.1_2422,III,0.997,0.0007,0.0002,1e-04,0.997,0.0017,0.0003,104
lcl|NC_002516.2_prot_NP_251113.1_2423,III,0.7471,0.0922,0.0018,0.0014,0.7471,0.0051,0.1525,264
lcl|NC_002516.2_prot_NP_251117.1_2427,III,0.9858,0.0014,0.0002,0.0,0.9858,0.0122,0.0003,155
lcl|NC_002516.2_prot_NP_251119.1_2429,III,0.9964,0.0021,1e-04,1e-04,0.9964,0.0012,1e-04,81
lcl|NC_002516.2_prot_NP_251124.1_2434,III,0.5932,0.1308,0.0016,0.088,0.5932,0.0898,0.0966,181
lcl|NC_002516.2_prot_NP_251130.1_2440,III,0.975,0.0213,0.0005,0.0004,0.975,0.0017,0.0011,320
lcl|NC_002516.2_prot_NP_251131.1_2441,III,0.6404,0.1002,0.0015,0.0006,0.6404,0.2545,0.0027,291
lcl|NC_002516.2_prot_NP_251145.1_2453,III,0.7773,0.1696,0.0039,0.0018,0.7773,0.0428,0.0047,175
lcl|NC_002516.2_prot_NP_251147.1_2454,VI,0.9684,0.0145,0.0134,0.0021,0.0003,0.0012,0.9684,326
lcl|NC_002516.2_prot_NP_251148.1_2455,VI,0.9382,0.0148,0.0431,0.0029,0.0005,0.0004,0.9382,373
lcl|NC_002516.2_prot_NP_251175.1_2482,III,0.9529,0.0231,0.0031,0.0007,0.9529,0.0186,0.0016,92
lcl|NC_002516.2_prot_NP_251176.1_2483,III,0.9331,0.0228,0.0012,1e-04,0.9331,0.0331,0.0098,64
lcl|NC_002516.2_prot_NP_251177.1_2484,III,0.9387,0.0291,0.0003,1e-04,0.9387,0.0299,0.0019,90
lcl|NC_002516.2_prot_NP_251194.1_2501,III,0.9704,0.0011,0.0043,0.0005,0.9704,0.0029,0.0208,205
lcl|NC_002516.2_prot_NP_251209.1_2516,III,0.6262,0.3314,0.0012,0.0015,0.6262,0.0311,0.0085,318
lcl|NC_002516.2_prot_NP_251220.1_2527,III,0.5444,0.4293,0.0024,0.0139,0.5444,0.0007,0.0094,441
lcl|NC_002516.2_prot_YP_008719755.1_2557,III,0.8994,0.0076,0.0006,0.0003,0.8994,0.0856,0.0065,76
lcl|NC_002516.2_prot_NP_251250.1_2558,III,0.9964,0.0014,1e-04,0.0,0.9964,0.0018,0.0003,95
lcl|NC_002516.2_prot_NP_251255.1_2563,III,0.7683,0.2064,0.0015,0.0009,0.7683,0.0188,0.0041,141
lcl|NC_002516.2_prot_NP_251260.1_2568,VI,0.8556,0.0044,0.0694,0.0056,0.0632,0.0018,0.8556,122
lcl|NC_002516.2_prot_NP_251292.1_2600,III,0.4832,0.4615,0.0014,0.0037,0.4832,0.0384,0.0118,201
lcl|NC_002516.2_prot_NP_251322.1_2630,III,0.9978,0.0002,1e-04,1e-04,0.9978,0.0003,0.0015,206
lcl|NC_002516.2_prot_NP_251323.1_2631,II,0.5712,0.2813,0.0056,0.5712,0.0997,0.0066,0.0356,273
lcl|NC_002516.2_prot_NP_251351.1_2659,VI,0.9492,0.0059,0.001,0.0005,0.037,0.0065,0.9492,297
lcl|NC_002516.2_prot_NP_251360.1_2667,III,0.5353,0.4414,0.0004,0.0015,0.5353,0.0099,0.0115,328
lcl|NC_002516.2_prot_NP_251374.1_2681,VI,0.9977,0.0003,0.0009,1e-04,0.001,0.0,0.9977,1317
lcl|NC_002516.2_prot_NP_251375.1_2682,VI,0.9965,0.0026,0.0006,0.0,1e-04,1e-04,0.9965,726
lcl|NC_002516.2_prot_NP_251376.1_2683,III,0.4959,0.4862,0.002,0.0012,0.4959,0.005,0.0098,305
lcl|NC_002516.2_prot_NP_251385.1_2692,VI,0.3583,0.1905,0.0032,0.0879,0.2688,0.0913,0.3583,367
lcl|NC_002516.2_prot_NP_251392.1_2699,VI,0.9777,0.0032,0.0175,0.0002,0.0012,0.0003,0.9777,158
lcl|NC_002516.2_prot_NP_251410.1_2717,III,0.9255,0.0585,0.0005,0.0004,0.9255,0.0121,0.0031,212
lcl|NC_002516.2_prot_NP_251414.1_2721,III,0.4434,0.129,0.0003,0.0048,0.4434,0.4191,0.0033,179
lcl|NC_002516.2_prot_NP_251419.1_2724,III,0.91,0.0576,0.0002,0.0004,0.91,0.0131,0.0187,449
lcl|NC_002516.2_prot_NP_251437.1_2742,III,0.8621,0.1127,0.0011,0.0003,0.8621,0.0164,0.0074,95
lcl|NC_002516.2_prot_YP_008719757.1_2743,III,0.983,0.0012,0.0012,0.0002,0.983,0.0099,0.0045,77
lcl|NC_002516.2_prot_YP_008719758.1_2747,III,0.3827,0.3028,0.0015,0.0005,0.3827,0.288,0.0246,76
lcl|NC_002516.2_prot_NP_251443.1_2750,III,0.9355,0.0245,0.001,1e-04,0.9355,0.0038,0.0351,124
lcl|NC_002516.2_prot_YP_008719759.1_2752,III,0.9185,0.0175,0.0026,0.0006,0.9185,0.0157,0.0452,65
lcl|NC_002516.2_prot_YP_008719760.1_2753,III,0.9713,0.0221,0.0006,0.0006,0.9713,0.005,0.0005,76
lcl|NC_002516.2_prot_NP_251464.1_2775,VI,0.8852,0.0004,0.042,1e-04,0.0722,1e-04,0.8852,195
lcl|NC_002516.2_prot_NP_251471.1_2782,III,0.4493,0.1495,1e-04,0.0002,0.4493,0.3978,0.0031,113
lcl|NC_002516.2_prot_NP_251473.1_2784,II,0.9816,0.0017,0.0018,0.9816,0.0033,0.0093,0.0023,599
lcl|NC_002516.2_prot_NP_251476.1_2787,III,0.7852,0.0546,0.0006,0.0008,0.7852,0.1502,0.0086,155
lcl|NC_002516.2_prot_NP_251477.1_2788,II,0.4796,0.3901,0.0065,0.4796,0.0589,0.0539,0.0109,412
lcl|NC_002516.2_prot_NP_251489.1_2799,III,0.6157,0.3349,0.0006,0.0004,0.6157,0.0404,0.0081,99
lcl|NC_002516.2_prot_NP_251493.1_2803,III,0.9026,0.0781,0.0005,0.0015,0.9026,0.004,0.0132,247
lcl|NC_002516.2_prot_NP_251495.1_2805,III,0.8537,0.0461,0.0002,0.0005,0.8537,0.0971,0.0025,87
lcl|NC_002516.2_prot_NP_251519.1_2828,III,0.5166,0.3208,0.0014,0.0012,0.5166,0.1414,0.0186,150
lcl|NC_002516.2_prot_NP_251523.1_2832,III,0.6149,0.1589,0.0016,0.001,0.6149,0.1236,0.0999,148
lcl|NC_002516.2_prot_NP_251535.1_2844,III,0.7744,0.0509,0.0008,0.0004,0.7744,0.1668,0.0067,77
lcl|NC_002516.2_prot_NP_251550.1_2859,III,0.7578,0.1974,0.0003,0.0002,0.7578,0.0438,0.0004,146
lcl|NC_002516.2_prot_NP_251551.1_2860,III,0.5138,0.4338,0.0006,0.001,0.5138,0.0045,0.0463,182
lcl|NC_002516.2_prot_NP_251552.1_2861,II,0.9539,0.0104,0.0097,0.9539,0.0011,0.0138,0.0111,311
lcl|NC_002516.2_prot_NP_251617.1_2926,VI,0.8484,0.0049,0.0071,0.0037,0.1303,0.0056,0.8484,443
lcl|NC_002516.2_prot_NP_251618.1_2927,III,0.8337,0.0026,0.0127,0.0039,0.8337,0.008,0.1391,407
lcl|NC_002516.2_prot_NP_251627.1_2936,III,0.9709,0.0036,0.0024,0.0004,0.9709,0.0132,0.0095,102
lcl|NC_002516.2_prot_NP_251629.1_2938,II,0.9316,0.0434,0.0093,0.9316,0.001,0.0124,0.0023,536
lcl|NC_002516.2_prot_NP_251698.1_3007,III,0.9788,0.0173,0.0004,0.0013,0.9788,0.0012,0.001,161
lcl|NC_002516.2_prot_NP_251699.1_3008,III,0.8475,0.1417,0.0004,0.0003,0.8475,0.0043,0.0057,77
lcl|NC_002516.2_prot_NP_251700.1_3009,III,0.4909,0.0548,0.001,0.0006,0.4909,0.4461,0.0065,172
lcl|NC_002516.2_prot_NP_251741.1_3050,III,0.7596,0.2298,0.0004,0.0003,0.7596,0.0011,0.0088,93
lcl|NC_002516.2_prot_NP_251742.1_3051,III,0.947,1e-04,1e-04,0.0,0.947,0.0527,1e-04,326
lcl|NC_002516.2_prot_NP_251781.1_3090,III,0.8632,0.0201,0.0007,0.0002,0.8632,0.1055,0.0102,479
lcl|NC_002516.2_prot_NP_251817.1_3126,III,0.5888,0.3372,0.002,0.0012,0.5888,0.0495,0.0212,267
lcl|NC_002516.2_prot_NP_251886.1_3193,III,0.6095,0.2226,0.0107,0.003,0.6095,0.1317,0.0224,176
lcl|NC_002516.2_prot_NP_251897.1_3204,III,0.9957,0.0021,1e-04,1e-04,0.9957,0.0007,0.0014,159
lcl|NC_002516.2_prot_NP_251950.1_3256,III,0.5414,0.3822,0.0131,0.0023,0.5414,0.0408,0.0203,103
lcl|NC_002516.2_prot_NP_251966.1_3272,III,0.3634,0.2386,0.0019,0.0002,0.3634,0.0928,0.303,140
lcl|NC_002516.2_prot_NP_251980.1_3286,VI,0.9982,0.0009,0.0004,1e-04,1e-04,0.0003,0.9982,882
lcl|NC_002516.2_prot_NP_251983.1_3289,III,0.8914,0.0478,0.0004,0.0012,0.8914,0.0021,0.0571,271
lcl|NC_002516.2_prot_NP_251984.1_3290,VI,0.997,0.0022,0.0006,0.0,1e-04,0.0,0.997,688
lcl|NC_002516.2_prot_NP_251986.1_3292,II,0.813,0.178,0.0023,0.813,0.0025,0.0037,0.0006,476
lcl|NC_002516.2_prot_NP_251988.1_3294,III,0.6825,0.037,0.0007,0.0002,0.6825,0.2789,0.0007,100
lcl|NC_002516.2_prot_NP_251997.1_3304,III,0.9982,0.0003,0.0008,1e-04,0.9982,0.0002,0.0003,102
lcl|NC_002516.2_prot_NP_252009.1_3316,II,0.5741,0.3412,0.0322,0.5741,0.0163,0.0053,0.0309,692
lcl|NC_002516.2_prot_NP_252019.1_3326,III,0.8642,0.1212,0.0015,0.0011,0.8642,0.0066,0.0054,442
lcl|NC_002516.2_prot_NP_252025.1_3332,III,0.95,0.0292,0.0013,0.0003,0.95,0.015,0.0041,250
lcl|NC_002516.2_prot_NP_252032.1_3339,VI,0.7257,0.1545,0.0034,0.0024,0.1137,0.0003,0.7257,338
lcl|NC_002516.2_prot_NP_252041.1_3348,III,0.9936,0.0017,0.0028,0.0014,0.9936,0.0002,0.0003,107
lcl|NC_002516.2_prot_NP_252042.1_3349,III,0.7712,0.1939,0.0007,0.002,0.7712,0.0296,0.0027,156
lcl|NC_002516.2_prot_NP_252051.1_3358,I,0.7727,0.0013,0.7727,0.0369,0.0633,0.002,0.1238,115
lcl|NC_002516.2_prot_NP_252058.1_3365,III,0.7492,0.1739,0.0006,0.0003,0.7492,0.074,0.0021,221
lcl|NC_002516.2_prot_NP_252067.1_3374,III,0.7527,0.0994,0.0086,0.0022,0.7527,0.1097,0.0275,294
lcl|NC_002516.2_prot_YP_008719766.1_3401,III,0.9838,0.012,0.0002,1e-04,0.9838,0.0038,1e-04,95
lcl|NC_002516.2_prot_NP_252097.1_3405,I,0.992,1e-04,0.992,0.0012,0.006,0.0005,0.0002,205
lcl|NC_002516.2_prot_NP_252104.1_3412,VI,0.4577,0.0396,0.0033,0.2418,0.2405,0.0171,0.4577,194
lcl|NC_002516.2_prot_NP_252109.1_3417,III,0.9266,0.0317,0.0003,0.0002,0.9266,0.0378,0.0034,270
lcl|NC_002516.2_prot_YP_008719767.1_3439,III,0.8955,0.0132,0.0073,0.0006,0.8955,0.0425,0.041,112
lcl|NC_002516.2_prot_NP_252141.1_3450,III,0.9714,0.0055,0.004,0.0002,0.9714,0.0129,0.0061,69
lcl|NC_002516.2_prot_NP_252150.1_3459,III,0.5525,0.3876,0.0022,0.0014,0.5525,0.0534,0.0029,585
lcl|NC_002516.2_prot_NP_252153.1_3462,III,0.9434,0.05,0.001,0.0005,0.9434,0.0026,0.0025,76
lcl|NC_002516.2_prot_NP_252154.1_3463,II,0.5905,0.0655,0.0078,0.5905,0.0356,0.0084,0.2922,441
lcl|NC_002516.2_prot_NP_252174.1_3483,VI,0.5864,0.0529,0.0857,0.0066,0.239,0.0293,0.5864,408
lcl|NC_002516.2_prot_NP_252176.1_3485,VI,0.9968,0.0021,0.0008,0.0,0.0002,0.0,0.9968,808
lcl|NC_002516.2_prot_NP_252177.1_3486,VI,0.9691,0.0132,0.0056,0.0032,0.0083,0.0006,0.9691,1099
lcl|NC_002516.2_prot_NP_252191.1_3500,III,0.75,0.1812,0.0014,0.0002,0.75,0.0328,0.0345,72
lcl|NC_002516.2_prot_NP_252192.1_3501,III,0.4492,0.4382,0.0009,0.0005,0.4492,0.0721,0.0392,105
lcl|NC_002516.2_prot_NP_252200.1_3508,III,0.5521,0.3313,0.002,0.005,0.5521,0.1061,0.0035,176
lcl|NC_002516.2_prot_NP_252208.1_3516,III,0.4047,0.3211,0.001,0.0016,0.4047,0.2698,0.0019,328
lcl|NC_002516.2_prot_NP_252209.1_3517,III,0.4665,0.1674,0.0007,0.0005,0.4665,0.3633,0.0016,345
lcl|NC_002516.2_prot_NP_252216.1_3524,II,0.5722,0.3743,0.0022,0.5722,0.0266,0.0099,0.0149,321
lcl|NC_002516.2_prot_NP_252225.1_3533,II,0.5883,0.3283,0.0247,0.5883,0.0153,0.0266,0.0167,995
lcl|NC_002516.2_prot_NP_252226.1_3534,III,0.8473,0.1125,0.0005,1e-04,0.8473,0.0394,1e-04,155
lcl|NC_002516.2_prot_NP_252234.1_3542,II,0.5318,0.3984,0.0187,0.5318,0.0077,0.0306,0.0127,490
lcl|NC_002516.2_prot_NP_252235.1_3543,II,0.5008,0.4026,0.0126,0.5008,0.008,0.0299,0.046,543
lcl|NC_002516.2_prot_NP_252237.1_3545,II,0.5187,0.0965,0.0038,0.5187,0.0118,0.1997,0.1695,367
lcl|NC_002516.2_prot_NP_252262.1_3570,III,0.9737,0.0164,0.0005,0.0003,0.9737,0.0012,0.0079,58
lcl|NC_002516.2_prot_NP_252276.1_3585,II,0.5928,0.1781,0.0093,0.5928,0.1496,0.007,0.0632,328
lcl|NC_002516.2_prot_NP_252309.1_3618,II,0.8185,0.1074,0.0017,0.8185,0.0607,0.0069,0.0047,335
lcl|NC_002516.2_prot_NP_252374.1_3683,III,0.9989,0.0,0.0008,0.0003,0.9989,0.0,0.0,115
lcl|NC_002516.2_prot_NP_252378.1_3687,III,0.9656,0.0143,0.0005,0.0004,0.9656,0.0136,0.0056,114
lcl|NC_002516.2_prot_NP_252396.1_3706,III,0.5664,0.4143,0.0012,0.0005,0.5664,0.0025,0.0151,171
lcl|NC_002516.2_prot_NP_252404.1_3714,VI,0.7134,0.0467,0.0025,0.0732,0.0214,0.1428,0.7134,267
lcl|NC_002516.2_prot_NP_252405.1_3715,II,0.7286,0.0549,0.0054,0.7286,0.0083,0.0519,0.1508,568
lcl|NC_002516.2_prot_NP_252408.1_3718,III,0.9888,0.003,0.0008,1e-04,0.9888,0.007,0.0003,53
lcl|NC_002516.2_prot_NP_252409.2_3719,III,0.5262,0.3976,0.0006,0.0007,0.5262,0.043,0.0318,141
lcl|NC_002516.2_prot_NP_252411.1_3721,III,0.9918,0.0005,1e-04,0.0,0.9918,0.0076,0.0,116
lcl|NC_002516.2_prot_NP_252413.1_3723,II,0.9706,0.0177,0.0044,0.9706,0.0011,0.0034,0.0029,498
lcl|NC_002516.2_prot_NP_252416.1_3726,III,0.6827,0.2297,0.0027,0.0019,0.6827,0.0314,0.0516,230
lcl|NC_002516.2_prot_NP_252421.2_3731,III,0.9806,0.0118,0.0002,0.0003,0.9806,0.0066,0.0005,206
lcl|NC_002516.2_prot_YP_008719769.1_3733,III,0.9831,0.0057,1e-04,1e-04,0.9831,0.011,1e-04,118
lcl|NC_002516.2_prot_NP_252473.1_3784,III,0.6002,0.2678,0.0027,0.0003,0.6002,0.102,0.027,190
lcl|NC_002516.2_prot_NP_252482.1_3793,III,0.9356,0.0008,0.0037,0.0002,0.9356,0.0122,0.0475,110
lcl|NC_002516.2_prot_NP_252485.1_3796,III,0.9749,0.0045,0.0054,0.0009,0.9749,0.0028,0.0114,195
lcl|NC_002516.2_prot_NP_252508.1_3819,VI,0.62,0.3154,0.0269,0.0088,0.0016,0.0273,0.62,182
lcl|NC_002516.2_prot_NP_252522.1_3833,III,0.8723,0.1079,0.0014,0.0007,0.8723,0.017,0.0006,122
lcl|NC_002516.2_prot_NP_252530.1_3841,III,0.9997,0.0,0.0002,1e-04,0.9997,0.0,0.0,453
lcl|NC_002516.2_prot_NP_252531.1_3842,III,0.959,0.0177,0.0003,0.0003,0.959,0.0223,0.0005,116
lcl|NC_002516.2_prot_NP_252536.1_3846,III,0.9593,0.0277,0.0005,0.0008,0.9593,0.0107,0.0011,156
lcl|NC_002516.2_prot_NP_252539.1_3849,VI,0.8156,0.0375,0.007,0.0006,0.1377,0.0016,0.8156,303
lcl|NC_002516.2_prot_NP_252555.1_3866,VI,0.9874,0.0005,0.0076,0.0002,0.0036,0.0007,0.9874,764
lcl|NC_002516.2_prot_NP_252593.1_3905,VI,0.6307,0.2603,0.098,0.0041,0.0064,0.0005,0.6307,131
lcl|NC_002516.2_prot_NP_252594.1_3906,VI,0.4799,0.2146,0.0013,0.0008,0.2992,0.0042,0.4799,175
lcl|NC_002516.2_prot_NP_252596.1_3908,VI,0.9175,0.0102,0.0024,0.0002,0.0449,0.0247,0.9175,261
lcl|NC_002516.2_prot_NP_252598.1_3910,II,0.7968,0.0901,0.0389,0.7968,0.0107,0.0443,0.0191,779
lcl|NC_002516.2_prot_NP_252621.1_3933,III,0.7348,0.2103,0.0018,0.0008,0.7348,0.0506,0.0017,324
lcl|NC_002516.2_prot_NP_252628.1_3940,III,0.8722,0.123,0.0007,0.0002,0.8722,0.0027,0.0012,306
lcl|NC_002516.2_prot_NP_252649.1_3961,III,0.948,0.0071,0.0029,0.0006,0.948,0.0007,0.0406,135
lcl|NC_002516.2_prot_YP_008719773.1_3971,VI,0.561,0.1769,0.0168,0.0039,0.2116,0.0299,0.561,188
lcl|NC_002516.2_prot_NP_252675.1_3988,III,0.9537,0.0334,0.0009,0.0004,0.9537,0.0059,0.0057,143
lcl|NC_002516.2_prot_NP_252697.1_4009,III,0.5924,0.3757,0.0015,0.0013,0.5924,0.0196,0.0095,407
lcl|NC_002516.2_prot_NP_252705.1_4017,VI,0.6667,0.1656,0.0208,0.0992,0.0421,0.0056,0.6667,579
lcl|NC_002516.2_prot_YP_008719774.1_4029,III,0.4904,0.3113,0.0014,0.0032,0.4904,0.0077,0.186,527
lcl|NC_002516.2_prot_NP_252751.1_4061,III,0.977,0.0042,0.0004,1e-04,0.977,0.0098,0.0086,118
lcl|NC_002516.2_prot_NP_252760.1_4070,III,0.9043,0.0159,0.0003,1e-04,0.9043,0.0026,0.0767,192
lcl|NC_002516.2_prot_NP_252763.1_4073,III,0.8623,0.1313,0.0006,0.001,0.8623,0.0022,0.0026,222
lcl|NC_002516.2_prot_NP_252770.1_4080,VI,0.4426,0.1845,0.0071,0.2839,0.0123,0.0696,0.4426,381
lcl|NC_002516.2_prot_NP_252771.1_4081,II,0.517,0.2758,0.1513,0.517,0.0097,0.0093,0.037,1018
lcl|NC_002516.2_prot_NP_252775.1_4085,II,0.7745,0.18,0.0057,0.7745,0.0024,0.0313,0.0061,189
lcl|NC_002516.2_prot_NP_252776.1_4086,III,0.9953,0.0008,0.0008,0.0004,0.9953,0.0002,0.0026,274
lcl|NC_002516.2_prot_NP_252792.1_4102,VI,0.4271,0.395,0.0027,0.0007,0.036,0.1386,0.4271,209
lcl|NC_002516.2_prot_YP_008719775.1_4108,III,0.6961,0.1584,0.0189,0.0015,0.6961,0.1115,0.0137,73
lcl|NC_002516.2_prot_NP_252800.1_4111,III,0.9754,0.0088,1e-04,1e-04,0.9754,0.0149,0.0007,132
lcl|NC_002516.2_prot_NP_252808.1_4119,III,0.8525,0.1108,0.0047,0.0021,0.8525,0.0029,0.027,268
lcl|NC_002516.2_prot_NP_252828.1_4139,I,0.9918,1e-04,0.9918,0.0047,0.0031,0.0002,1e-04,99
lcl|NC_002516.2_prot_NP_252829.1_4140,II,0.5516,0.3681,0.0199,0.5516,0.0358,0.0127,0.0119,597
lcl|NC_002516.2_prot_NP_252830.1_4141,I,0.9625,0.0004,0.9625,0.0038,0.0109,0.0035,0.0189,99
lcl|NC_002516.2_prot_NP_252864.1_4175,II,0.8726,0.037,0.0121,0.8726,0.0225,0.0222,0.0336,462
lcl|NC_002516.2_prot_NP_252906.1_4216,III,0.7284,0.2348,0.0007,0.0005,0.7284,0.0311,0.0045,214
lcl|NC_002516.2_prot_NP_252983.1_4293,III,0.7971,0.1189,0.0056,0.0047,0.7971,0.0153,0.0584,922
lcl|NC_002516.2_prot_NP_252986.1_4296,III,0.5017,0.424,0.0003,0.0005,0.5017,0.0722,0.0014,275
lcl|NC_002516.2_prot_NP_252987.1_4297,II,0.3738,0.3343,0.1541,0.3738,0.1018,0.0156,0.0204,556
lcl|NC_002516.2_prot_NP_252993.1_4303,III,0.8091,0.1838,0.0004,0.0018,0.8091,0.0043,0.0006,394
lcl|NC_002516.2_prot_YP_008719777.1_4314,III,0.9874,0.0035,0.0004,0.0,0.9874,0.0049,0.0038,70
lcl|NC_002516.2_prot_NP_253039.1_4350,III,0.5168,0.4728,0.0012,0.0011,0.5168,0.0012,0.0069,298
